StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q164,Q167,Q167_15_TEXT,Q168,Q242,Q153,Q233,Q233_4_TEXT,Q155,Q155_12_TEXT,Q248,Q239,Q239_7_TEXT,Q169,Q143_Id,Q143_Name,Q143_Size,Q143_Type,QID22,Q93,Q93_11_TEXT,Q98_1,Q98_2,Q98_3,Q98_12,Q197_1,Q197_2,Q197_12,Q197_13,Q197_14,Q197_14_TEXT,Q99_1,Q99_2,Q99_6,Q99_3,Q99_4,Q99_5,Q99_7,Q99_8,Q100_1,Q100_2,Q100_3,Q100_4,Q219_1,Q219_2,Q219_2_TEXT,Q219_3,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17,Q45,Q45_7_TEXT,Q46,Q46_7_TEXT,Q47,Q47_3_TEXT,Q49,Q49_11_TEXT,Q50,Q50_5_TEXT,Q59,Q60,Q60_5_TEXT,Q157,Q158,Q158_13_TEXT,Q176,Q176_7_TEXT,Q177,Q178,Q189,Q179,Q179_9_TEXT,Q232,Q233.1,Q233_9_TEXT,Q233_5_TEXT,Q234,Q235,Q235_3_TEXT,Q236,Q237,Q238,Q238_6_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q23,Q23_3_TEXT,Q25,Q25_4_TEXT,Q27,Q27_5_TEXT,Q29,Q29_6_TEXT,Q31,Q31_8_TEXT,Q33,Q33_7_TEXT,Q36,Q36_7_TEXT,Q39,Q39_4_TEXT,Q41,Q41_5_TEXT,Q43,Q43_5_TEXT,Q238_1,Q238_2,Q238_3,Q238_4,Q238_5,Q238_6,Q238_7,Q238_8,Q103,Q103_9_TEXT,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q105_6,Q105_6_TEXT,Q105_7,Q107,Q107_7_TEXT,Q110,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q111_6,Q111_7,Q111_8,Q111_9,Q111_10,Q111_11,Q111_12,Q111_12_TEXT,Q113,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q115_6,Q115_7,Q115_8,Q115_8_TEXT,Q152,Q152_8_TEXT,Q226_1_1,Q226_1_2,Q226_2_1,Q226_2_2,Q226_3_TEXT,Q226_3_1,Q226_3_2,Q137,Q91,Q116,Q66,Q111_1.1,Q69,Q231,Q68_1,Q70,Q71,Q71_4_TEXT,Q72,Q72_4_TEXT,Q74,Q74_11_TEXT,Q77_1,Q78,Q230,Q80_1,Q84,Q81,Q81_4_TEXT,Q82,Q82_4_TEXT,Q83,Q83_9_TEXT,Q121,Q121_4_TEXT,Q85,Q85_4_TEXT,Q62_1,Q62_1_TEXT,Q62_2,Q62_3,Q62_4,Q63,Q63_9_TEXT,Q92_1_1,Q92_1_2,Q92_1_3,Q92_2_1,Q92_2_2,Q92_2_3,Q92_3_1,Q92_3_2,Q92_3_3,Q92_4_1,Q92_4_2,Q92_4_3,Q92_5_1,Q92_5_2,Q92_5_3,Q92_6_1,Q92_6_2,Q92_6_3,Q92_7_1,Q92_7_2,Q92_7_3,Q92_8_TEXT,Q92_8_1,Q92_8_2,Q92_8_3,Q88_1_1,Q88_1_2,Q88_1_3,Q88_2_1,Q88_2_2,Q88_2_3,Q88_3_1,Q88_3_2,Q88_3_3,Q88_4_TEXT,Q88_4_1,Q88_4_2,Q88_4_3,Q89_1_1,Q89_1_2,Q89_1_3,Q89_2_1,Q89_2_2,Q89_2_3,Q89_3_1,Q89_3_2,Q89_3_3,Q89_4_TEXT,Q89_4_1,Q89_4_2,Q89_4_3,Q227_1_1,Q227_1_2,Q227_1_3,Q227_2_1,Q227_2_2,Q227_2_3,Q227_3_1,Q227_3_2,Q227_3_3,Q227_4_1,Q227_4_2,Q227_4_3,Q227_5_TEXT,Q227_5_1,Q227_5_2,Q227_5_3,Q228_1_1,Q228_1_5,Q228_1_2,Q228_2_1,Q228_2_5,Q228_2_2,Q228_3_1,Q228_3_5,Q228_3_2,Q228_4_1,Q228_4_5,Q228_4_2,Q228_5_1,Q228_5_5,Q228_5_2,Q228_6_1,Q228_6_5,Q228_6_2,Q228_7_1,Q228_7_5,Q228_7_2,Q228_8_1,Q228_8_5,Q228_8_2,Q228_9_1,Q228_9_5,Q228_9_2,Q228_10_TEXT,Q228_10_1,Q228_10_5,Q228_10_2,Q245_1,Q245_2,Q245_3,Q245_4,Q245_5,Q245_6,Q245_7,Q245_8,Q245_9,Q245_10,Q245_11,Q245_12,Q245_13,Q245_13_TEXT,Q245_14,Q245_15,Q251,Q251_5_TEXT,Q246,Q249_1,Q249_2,Q249_3,Q249_4,Q249_5,Q249_6,Q249_7,Q249_8,Q249_9,Q249_10,Q249_11,Q249_12,Q249_13,Q249_14,Q249_15,Q249_16,Q249_17,Q249_18,Q249_19,Q249_19_TEXT,Q249_20,Q249_21,Q252,Q252_5_TEXT,Q250,Q253,Country_Cleaned_Up
11.01.2023 02:49,11.01.2023 04:04,100,4495,True,11.01.2023 04:04,Singapore,Multiple whole buildings (2-5 buildings),,"8001-16,000 sqm (172,000 sqft)",Completed - the case study has been completed,"Less than 10 years,26 to 50 years","New Construction (built recently),Recently renovated/refurbished",,"University or higher education office,University or higher education classroom,University or higher education laboratory",,1-5,"Yes, IRB/Ethics Review is approved.",,https://doi.org/10.48550/arXiv.2208.06080,,,,,"Modes of occupant detection, presence and/or indoor environmental sensing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radio-based,Radio-based,Radio-based,Radio-based,Not collected,Not collected,,,,,,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore
11.01.2023 02:59,11.01.2023 04:06,100,3985,True,11.01.2023 04:06,Singapore,"Larger group of buildings, campus or district (5+ buildings),Other",Urban Scale,,Data collection phase - the case study data collection is currently underway,,,,,,51-100,"Yes, IRB/Ethics Review is approved.",,https://dl.acm.org/doi/10.1145/3563357.3566135,,,,,"Data about the occupants (occupant demographics and/or meta data),Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction","Office workers,Students,Mixed",,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,,30.0,0.0,0.0,40.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Occupant type,Education,Income,Health/ Well-being",,"Age,Gender",,,,,,,"Personality, workspace types",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clothing level,Personal attitude,Social norms,Degree of control",,,,"Activity rate,Comfort experience,Others",,,,"Cooling,Fan",,"Cooling,Fan",,,"Cooling,Fan",,,,,No communication,,No,,,,,,,,,,,,,,No,,,,,,,,,,Intervention related to occupants' adaptation,,At the start of the study,-,At the start of the study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Making other decisions that would change their situation towards improving an objective,,Notification,,,,,,,Comfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Study is still ongoing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Classification,Clustering/Unsupervised",,"Classification,Clustering/Unsupervised","Classification,Clustering/Unsupervised",,,"Classification,Clustering/Unsupervised",,,,,,,,,,"Subjective feedback (i.e.: survey data, EMA)",,5000+,,,,,,,,,,,,,,,,,,,,,,"Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)","Python,Matlab",,,"We plan to share data/code, but haven't yet",Singapore
15.01.2023 22:29,15.01.2023 22:48,100,1161,True,15.01.2023 22:48,Singapore,Multiple whole buildings (2-5 buildings),,"8001-16,000 sqm (172,000 sqft)",Completed with publication - the case study has been completed and published (you can submit a link in a future question),"Less than 10 years,26 to 50 years","New Construction (built recently),Listed or historical building",,"University or higher education office,University or higher education classroom,University or higher education laboratory",,11-15,"Yes, IRB/Ethics Review is approved.",,https://iopscience.iop.org/article/10.1088/1742-6596/1343/1/012145/meta,,,,,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing,Development of machine learning models to predict human behavior, preference, or satisfaction",Students,,40.0,60.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,,,"Occupant type,Age,Gender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Classification,,,,,,,,,,,,,,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,1001-5000,,,,,,,,,,,,,,,,,,,Proposed Model (highest performer),hierarchical clustering,,,Python,,,No plans to share,Singapore
15.01.2023 22:48,15.01.2023 23:00,100,697,True,15.01.2023 23:00,Singapore,"Rooms or subsections of multiple buildings,Multiple whole buildings (2-5 buildings)",,"8001-16,000 sqm (172,000 sqft)",Completed with publication - the case study has been completed and published (you can submit a link in a future question),"Less than 10 years,26 to 50 years","New Construction (built recently),Listed or historical building",,"University or higher education office,University or higher education classroom,University or higher education laboratory",,16-30,"Yes, IRB/Ethics Review is approved.",,10.3390/buildings10100174,,,,,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing",Students,,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,,,"Age,Gender",,,,,,,Indoor location data was collected using a smartphone app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental sensing,,,,,,,,,,,"Temperature-sensing,Humidity-sensing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore
15.01.2023 23:00,15.01.2023 23:05,100,291,True,15.01.2023 23:05,Singapore,"Larger group of buildings, campus or district (5+ buildings)",,,Completed with publication - the case study has been completed and published (you can submit a link in a future question),,Listed or historical building,,"General office,University or higher education office,University or higher education classroom,University or higher education laboratory,Low-rise apartment (less than four floors),Mid- to high-rise apartment (more than five floors)",,16-30,"Yes, IRB/Ethics Review is approved.",,10.1111/ina.13160,,,,,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing","Residents,Office workers,Students",,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,,,"Age,Gender,Education,Health/ Well-being",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental sensing,,,,,,,,,,,"CO2-sensing,Temperature-sensing,Humidity-sensing,Illuminance sensing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singapore
15.01.2023 22:49,15.01.2023 23:30,100,2486,True,15.01.2023 23:30,Canada,A room or small set of rooms in a larger building,,101-200 sqm (2150 sqft),Completed - the case study has been completed,11 to 25 years,New Construction (built recently),,University or higher education office,,11-15,"Yes, IRB/Ethics Review is approved.",,,,,,,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction","Academics,Students",,20.0,80.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,50.0,0.0,20.0,30.0,100.0,0.0,,0.0,,"Occupant type,Education",,,,,,"Age,Gender,Income,Health/ Well-being",,,,,,,,,,,,,,,,Yes,VAV AHU system with zone reheat and other perimeter heating,,Mechanical - Forced Air,,Less than 5 zones,21 m2 to 50 m2 (538 sqft),5-10 Occupants,"CO2,RH,Temperature",,11 - 15 years,LED,,,Programmable on same BAS network the HVAC controls,,,21 m2 to 50 m2 (538 sqft.),5-10 Occupants,"Controllable thermostats (not those that display numbers and do nothing else),Lights with manual override,Roller shades",,Not collected,Motion sensing,Not collected,,Not collected,Not collected,,,,,,,PIR,,,,,,,,,,,,,,,,"Social norms,Degree of control",,,,"Activity rate,Clothing level,Comfort experience,Personal attitude",,,,"Heating,Cooling,Ventilation",,Adjustable internal blind,,,"Light,Heating,Cooling,Ventilation","Heating,Cooling,Ventilation,Fan",,,,"Online system (complaints tracked and stored in a database),Phone system (complaints tracked and stored in a database)",,Yes,Collected via Smart Device,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,,,No,,,,,,,,,,"Intervention related to system and control,Intervention related to occupants' adaptation",,2022/09/01,2022/10/01,2022/10/31,2022/12/22,,,,Automatic,Not aware at all,,Zone-level actuation,"Heating,Cooling and Ventilation",,"Set point control,Actuator control (e.g. dampers)","Temperature,Air movement",,,,,,,,,,,,,,,,,,,Other,They could do all above or simply do nothing. We never asked them to do something particular.,Notification,,,,,,"Manual adjustments by building operator,Machine Learning/ Deep Learning","Energy efficiency,Comfort,Indoor environmental quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,Regression,,Regression,,,,,,,,,,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,51-200,,,,,,,,,,,,,,,,,,,,,,"Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)",Python,,,"We plan to share data/code, but haven't yet",Canada
13.01.2023 15:31,16.01.2023 10:14,100,240177,True,16.01.2023 10:14,Canada,Rooms or subsections of multiple buildings,,"4001-8000 sqm (86,100 sqft)",Completed with publication - the case study has been completed and published (you can submit a link in a future question),"Less than 10 years,11 to 25 years",New Construction (built recently),,Mid- to high-rise apartment (more than five floors),,51-100,"Yes, IRB/Ethics Review is approved.",,https://doi.org/10.1088/1757-899X/609/6/062013; https://doi.org/10.1016/j.buildenv.2020.106748; https://doi.org/10.1016/j.enbuild.2021.110834; https://doi.org/10.1016/j.enbuild.2021.111644; https://doi.org/10.1080/23744731.2021.1929465; https://doi.org/10.1080/19401493.2021.1927189,,,,,"Data about the occupants (occupant demographics and/or meta data),An intervention or experiment that was designed to improve building performance or occupant satisfaction",Residents,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,"Occupant type,Age",,,,,,,"schedule, behaviours, attitude towards energy efficiency and smart technologies, perceived thermal comfort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention related to system and control,,,,,,Rotated between 3-day baseline and 3-day intervention throughout the year,May 2018,Aug 2019,Automatic,,,Zone-level actuation,"Heating,Cooling and Ventilation",,Set point control,Temperature,,,,,,Other,Introduced occupancy based on control (setback when unoccupied) and load shifting,,,,,,,,,,,,,,,,Presence,,,,,"Energy efficiency,Comfort",,,,,,,,,,,,,,,,,,,,,,,Avoidable demand,,,21degCh in cooling and 27degCh in heating,,,no significant change observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada
19.01.2023 13:38,19.01.2023 13:50,100,736,True,19.01.2023 13:50,Germany,A room or small set of rooms in a larger building,,0-100 sqm (1080 sqft),Completed - the case study has been completed,11 to 25 years,New Construction (built recently),,"General office,University or higher education classroom",,,,,,,,,,"Modes of occupant detection, presence and/or indoor environmental sensing,Development of machine learning models to predict human behavior, preference, or satisfaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental sensing,,Environmental sensing,,Environmental sensing,,,,,,,,,,,"CO2-sensing,Air particulates-sensing,Convection-sensing,Radiation-sensing,Temperature-sensing,Air movement-sensing,Humidity-sensing,Acoustic-sensing,Illuminance sensing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Classification,,,,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,5000+,,Proposed Model (not highest performing),,,,,,,,,,,,,,Proposed Model (not highest performing),,,Proposed Model (highest performer),Bi-directional LSTM,,,Python,,still not final results,"We plan to share data/code, but haven't yet",Germany
20.01.2023 06:24,20.01.2023 06:45,100,1267,True,20.01.2023 06:45,Switzerland,A whole building,,101-200 sqm (2150 sqft),Data collection phase - the case study data collection is currently underway,Less than 10 years,New Construction (built recently),,General office,,6-10,No IRB or Ethics review.,,10.1016/j.jobe.2017.06.013,,,,,"Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"DOAS with VRF serving radiant heaters and chilled beams,Floor heating/cooling,Concrete core tempering/component activation,Ceiling fan system",,Mixed-mode with motorized windows automatically controlled by the BAS,,Less than 5 zones,21 m2 to 50 m2 (538 sqft),2-4 Occupants,"CO2,RH,Temperature,Terminal device airflow,Window contact sensor,Discharge air temperature (i.e., air temperature at supply diffuser),Window contact sensors,Door contact sensors",,newer than 5 years,,,,Programmable on same BAS network the HVAC controls,,,21 m2 to 50 m2 (538 sqft.),2-4 Occupants,"Operable windows,Controllable thermostats (not those that display numbers and do nothing else),Lights with manual override,Roller shades,Fan speed",,Not collected,Motion sensing,Not collected,Not collected,Not collected,Not collected,,,,,,,PIR,,,,,,,,,,,,,,,,"Activity rate,Clothing level,Comfort experience,Personal attitude,Social norms,Degree of control",,,,,,,,"Operable window,Adjustable external blind,Light,Heating,Cooling,Ventilation,Fan",,"Operable window,Adjustable external blind,Light,Heating,Cooling,Ventilation,Fan","Operable window,Light,Ventilation,Fan",,"Operable window,Light,Heating,Cooling,Ventilation,Fan",,,,Adjustable internal blind,"Phone system (no tracking),Face to Face communictaion (no tracking)",,No,,,,,,,,,,,,,,No,,,,,,,,,,Intervention related to system and control,,Sep 2020,Jan 2023,Feb 2023,Dec 2023,,,,Automatic,"Aware that intervention is occurring,Aware of timing of intervention",,Zone-level actuation,"Heating,Cooling and Ventilation",,,,,,,,,Reinforcement learning,,,,,,,,,,,,,,,,,,,,,,"Energy efficiency,Comfort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland
26.04.2023 03:24,26.04.2023 03:56,100,1923,True,26.04.2023 03:57,Germany,A room or small set of rooms in a larger building,,0-100 sqm (1080 sqft),"Implementation phase - installation of sensors, etc.",Less than 10 years,New Construction (built recently),,"General office,University or higher education office",,6-10,"Yes, IRB/Ethics Review is approved.",,,,,,,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction","Office workers,Academics",,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,Yes,"VAV AHU system with zone reheat and other perimeter heating,Floor heating/cooling,Concrete core tempering/component activation",,Mechanical - Forced Air,,Less than 5 zones,Less than 20 m2 (215 sqft),2-4 Occupants,"CO2,RH,Temperature,Window contact sensor,Discharge air temperature (i.e., air temperature at supply diffuser),Window contact sensors",,5 - 10 years,,,,,,,,,"Operable windows,Controllable thermostats (not those that display numbers and do nothing else),Lights with manual override,Venetian blinds",,,Environmental sensing,,Environmental sensing,,Environmental sensing,,,,,,,,,,,"CO2-sensing,Temperature-sensing,Humidity-sensing",,,,,,,,,,,,"Activity rate,Clothing level,Comfort experience,Personal attitude,Social norms,Degree of control",,,,,,,,"Operable window,Heating,Cooling,Ventilation,Fan",,"Operable window,Adjustable external blind","Heating,Cooling,Ventilation,Fan",,"Heating,Cooling,Ventilation,Fan","Heating,Cooling,Ventilation,Fan",,,,Face to Face communictaion (no tracking),,Yes,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,Not investigated,,,No,,,,,,,,,,Intervention related to system and control,,01-2022,12-2022,03-2023,07-2023,,,,Automatic,Aware that intervention is occurring,,Zone-level actuation,"Heating,Cooling and Ventilation",,"Set point control,Schedule control,Actuator control (e.g. dampers)","Temperature,Air movement",,Setback schedule change,,"Terminal device reheat coil valve,Other",Ventilation rate of facade ventilation unit,"Model Predictive Control,Deep Learning",,,,,,,,,,,,,,,,,,,,"Machine Learning/ Deep Learning,Building simulation",Machine Learning/ Deep Learning,"Energy efficiency,Comfort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,,,,,Classification,,,,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,5000+,,,,,,,,,,,,,,,,"Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)","Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)",,"Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)",Residual networks,,,"Python,Matlab",,,"We plan to share data/code, but haven't yet",Germany
26.04.2023 03:57,26.04.2023 04:16,100,1125,True,26.04.2023 04:16,Germany,A room or small set of rooms in a larger building,,0-100 sqm (1080 sqft),"Implementation phase - installation of sensors, etc.",Less than 10 years,New Construction (built recently),,"General office,University or higher education office",,16-30,"Yes, IRB/Ethics Review is approved.",,,,,,,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction","Office workers,Academics",,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,100.0,,,"Occupant type,Age,Gender,Education,Health/ Well-being",,,,,,,,,,,,,,,,,,,,,Yes,"VAV AHU system with zone reheat and other perimeter heating,Floor heating/cooling,Concrete core tempering/component activation",,Mechanical - Forced Air,,6 to 10 zones,Less than 20 m2 (215 sqft),2-4 Occupants,"CO2,RH,Temperature,Terminal device airflow,Window contact sensor,Discharge air temperature (i.e., air temperature at supply diffuser),Window contact sensors",,5 - 10 years,,,,,,,,,"Operable windows,Controllable thermostats (not those that display numbers and do nothing else),Lights with manual override,Venetian blinds,Fan speed",,,Environmental sensing,,Environmental sensing,,Environmental sensing,,,,,,,,,,,"CO2-sensing,Temperature-sensing,Humidity-sensing",,,,,,,,,,,,,,"Comfort experience,Personal attitude,Degree of control","Activity rate,Clothing level,Comfort experience",,,,,"Operable window,Adjustable external blind,Heating,Cooling,Ventilation,Fan",,"Operable window,Adjustable external blind","Heating,Cooling,Ventilation",,"Heating,Cooling,Ventilation","Heating,Cooling,Ventilation",,,,Face to Face communictaion (no tracking),,Yes,,Collected via Smart Device,Collected via Survey,,,,,,,,Collected via Survey,,,No,,,,,,,,,,"Intervention related to system and control,Intervention related to occupants' adaptation",,01-2022,12-2022,04-2023,05-2023,,,,,,,"Zone-level actuation,System-level actuation (e.g., systems affecting multiple zones such as AHU)","Heating,Cooling and Ventilation,Windows,Other",clothing and ventilation rate (more energy efficient options compared to change temperature setpoints),"Set point control,Schedule control,Actuator control (e.g. dampers)","Temperature,Air movement",,Setback schedule change,,Other,ventilation rate of facade ventilation unit,"Model Predictive Control,Deep Learning",,"Heating,Cooling,Ventilation",,"Set point control,Schedule control,Actuator control (e.g. dumpers)",Supply air temperature setpoint,,Availability (on/off) schedule,,Heating/cooling coils,,Model Predictive Control,,"Adjusting clothing,Making other decisions that would change their situation towards improving an objective",,"Data visualization,Other",App information (gamification),,,,"Machine Learning/ Deep Learning,Building simulation","Manual adjustments by building operator,Machine Learning/ Deep Learning","Energy efficiency,Comfort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,,,,,Classification,,,,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,5000+,,,,,,,,,,,,,,,,"Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)","Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)",,"Baseline Model,Proposed Model (not highest performing),Proposed Model (highest performer)",Residual networks,,,"Python,Matlab",,,"We plan to share data/code, but haven't yet",Germany
